"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales"
"14052","NASCAR 07","XB","2006","Racing","Electronic Arts","0.03","0.01","0","0"
"14053","Jikkyou Powerful Major League","GC","2006","Sports","Konami Digital Entertainment","0","0","0.04","0"
"14054","Wii Music","Wii","2008","Misc","Nintendo","1.36","1.13","0.46","0.32"
"14055","Omega Boost","PS","1999","Shooter","Sony Computer Entertainment","0.17","0.11","0.2","0.03"
"14056","Army Men: Air Combat - The Elite Missions","GC","2003","Shooter","3DO","0.01","0","0","0"
"14057","Toy Shop","DS","2008","Simulation","Majesco Entertainment","0.03","0","0","0"
"14058","Silent Hill: Origins","PS2","2008","Action","Konami Digital Entertainment","0.03","0.03","0","0.01"
"14059","Robotech: Battlecry","GC","2002","Shooter","TDK Mediactive","0.13","0.03","0","0"
"14060","Psychic Force","PS","1996","Fighting","Acclaim Entertainment","0.01","0.01","0.13","0.01"
"14061","Silent Scope Complete","XB","2004","Shooter","Konami Digital Entertainment","0.07","0.02","0","0"
"14062","Case Closed: One Truth Prevails","Wii","2007","Adventure","Nobilis","0","0","0.01","0"
"14063","Tom and Jerry in War of the Whiskers","GC","2003","Fighting","NewKidCo","0.05","0.01","0","0"
"14064","Learning to Spell","DS","2010","Misc","505 Games","0.16","0","0","0.01"
"14065","Fable","XB","2004","Role-Playing","Microsoft Game Studios","1.99","0.58","0","0.09"
"14066","Skylanders Giants","Wii","2012","Action","Activision","1.56","0.88","0","0.22"
"14067","2 Games in 1: Sonic Battle & ChuChu Rocket!","GBA","2005","Misc","THQ","0.44","0.16","0","0.01"
"14068","PAC-MAN and the Ghostly Adventures","X360","2013","Platform","Namco Bandai Games","0.04","0.03","0","0.01"
"14069","Madden NFL 08","X360","2007","Sports","Electronic Arts","2.18","0.01","0","0.18"
"14070","LEGO Star Wars III: The Clone Wars","Wii","2011","Action","LucasArts","1.08","0.66","0","0.17"
"14071","Jikkyou Powerful Pro Yakyuu 2001","PS","2001","Sports","Konami Digital Entertainment","0","0","0.23","0.02"
"14072","James Bond 007: Agent Under Fire","XB","2002","Shooter","Electronic Arts","0.65","0.22","0","0.03"
"14073","Kartia: The Word of Fate","PS","1998","Strategy","Konami Digital Entertainment","0.05","0.03","0.12","0.01"
"14074","Shounen Sunday x Shounen Magazine: Nettou! Dream Nine","DS","2009","Sports","Konami Digital Entertainment","0","0","0.07","0"
"14075","ESPN X Games Skateboarding","GBA","2001","Sports","Konami Digital Entertainment","0.13","0.05","0","0"
"14076","The Saboteur","PS3","2009","Action","Electronic Arts","0.2","0.22","0","0.08"
"14077","MAPLUS: Portable Navi 3","PSP","2009","Misc","Edia","0","0","20K","0"
"14078","Space Invaders Extreme 2","DS","2009","Shooter","Square Enix","0.17","0.01","0","0.01"
"14079","Mary-Kate and Ashley: Girls Night Out","GBA","2002","Misc","Acclaim Entertainment","0.15","0.05","0","0"
"14080","Tales of the Heroes: Twin Brave","PSP","2012","Role-Playing","Namco Bandai Games","0M","0","0.13","0"
"14081","International Superstar Soccer Deluxe","SNES","1995","Sports","Konami Digital Entertainment","0","0","0.16","0"
"14082","The Matrix: Path of Neo","XB","2005","Action","Atari","0.23","0.07","0","0.01"
"14083","Pac-Man World Rally","PSP","2006","Racing","Namco Bandai Games","0.04","0","0","0"
"14084","WRC 2: FIA World Rally Championship","X360","2011","Racing","Ubisoft","0","0.06","0","0.01"
"14085","Accel World: Kasoku no Chouten","PSP","2013","Adventure","Namco Bandai Games","0","0M","0.01","0"
"14086","Def Jam Vendetta","GC","2003","Fighting","Electronic Arts","0.19","0.05","0","0.01"
"14087","Princess Isabella: A Witch's Curse","DS","2010","Adventure","GSP","0.05","0.03","0","0.01"
"14088","Sengoku Basara 3 Utage","PS3","2011","Action","Capcom","0","0","0.22","0"
"14089","SoulCalibur Legends","Wii","2007","Action","Namco Bandai Games","0.16","0.01","0","0.01"
"14090","Million God","PS2","2002","Misc","Nippon Amuse","0","0","0.09","0"
"14091","Kid Adventures: Sky Captain","Wii","2010","Action","Unknown","0.11","0.04","0","0.01"
"14092","Sonic Unleashed","PS3","2008","Platform","Sega","0.56","0.33","0.01","0.14"
"14093","Polly Pocket: Super Splash Island","GBA","2003","Action","Knowledge Adventure","0.17","0.06","0","0"
"14094","SSX On Tour","PS2","2005","Sports","Electronic Arts","0.25","0.2","0","0.07"
"14095","Jimmy Neutron: Boy Genius","GC","2002","Platform","THQ","0.07","0.02","0","0"
"14096","MotoGP","PS2","2000","Racing","Namco Bandai Games","0.06","0.05","0.14","0.02"
"14097","Mighty Beanz: Pocket Puzzles","GBA","2004","Puzzle","Majesco Entertainment","0.04","0.01","0","0"
"14098","Power Pro Kun Pocket 4","GBA","2002","Sports","Konami Digital Entertainment","0","0","0.29","0.01"
"14099","Tales of Zestiria","PS3","2015","Role-Playing","Namco Bandai Games","0.05","0.09","0.42","0.03"
"14100","Naruto: Ultimate Ninja Heroes","PSP","2006","Fighting","Namco Bandai Games","0.26","0","0","0"
"14101","NanoBreaker","PS2","2005","Action","Konami Digital Entertainment","0.03M","0.02","0","0.01"
"14102","Life is Strange","PS4","2016","Adventure","Square Enix","0.14","0.15","0.03","0.06"
"14103","UEFA Champions League 2006-2007","X360","2007","Sports","Electronic Arts","0.04","0.01","0","0"
"14104","MorphX","X360","2010","Shooter","505 Games","0.05","0","0","0"
"14105","WWE All Stars","3DS","2011","Fighting","THQ","0.15","0.06","0","0.02"
"14106","Thousand Arms","PS","1998","Role-Playing","Atlus","0.06","0.04","0","0.01"
"14107","Marvel vs. Capcom 2: New Age of Heroes","PS2","2002","Fighting","Capcom","0.31","0.24","0.13","0.08"
"14108","NBA Live 06 (Weekly american sales)","PS2","2005","Sports","Electronic Arts","1.35","0.05","0","0.02"
"14109","Marvel: Ultimate Alliance","PS3","2006","Role-Playing","Activision","0.33","0.02","0","0.04"
"14110","Pro Evolution Soccer 2010","PC","2009","Sports","Konami Digital Entertainment","0","0.01","0","0"
"14111","Scooby-Doo! Night of 100 Frights","GC","2002","Platform","THQ","0.23","0.06","0","0.01"
"14112","Test Drive Le Mans","PS","1999","Racing","Infogrames","0.03","0.02","0","0"
"14113","ESPN NFL 2K5","XB","2004","Sports","Sega","1.54","0.02","0","0.07"
"14114","ICO","PS2","2001","Action","Sony Computer Entertainment","0.23","0.18","0","0.06"
"14115","Command & Conquer: Red Alert 3","PC","2008","Strategy","Electronic Arts","0.01","0.64","0","0.02"
"14116","Smash Court Tennis 3","PSP","2007","Sports","Namco Bandai Games","0.01","0.01","0.01","0.01"
"14117","Custom Beat Battle: Draglade 2","DS","2008","Fighting","Namco Bandai Games","0","0","0.03","0"
"14118","Thor: God of Thunder","3DS","2011","Action","Sega","0.06","0.03","0","0.01"
"14119","Jurassic: The Hunted","X360","2009","Shooter","Activision","0.12","0","0","0.01"
"14120","All-Star Baseball 2005","XB","N/A","Sports","Unknown","0.11","0.03","0","0.01"
"14121","Call of Duty: Modern Warfare 3","PS3","2011","Shooter","Activision","5.54","5.82","0.49","1.62"
"14122","Amagoushi no Yakata","PS2","2007","Adventure","Nippon Ichi Software","0","0","0.02","0"
"14123","Knights Contract","PS3","2011","Action","Namco Bandai Games","0.04","0.03","0","0.01"
"14124","All Star Cheer Squad","DS","2008","Sports","THQ","0.26","0","0","0.02"
"14125","Momotaro Douchuuki","SAT","1997","Misc","Hudson Soft","0","0","0.13","0"
"14126","KISS Pinball","PS","2001","Action","Take-Two Interactive","0.17","0.12","0","0.02"
"14127","Sonic & All-Stars Racing Transformed","3DS","2012","Racing","Sega","0.12","0.15","0","0.02M"
"14128","Red Dead Redemption: Undead Nightmare","X360","2010","Action","Take-Two Interactive","0.57","0.39","0.02","0.09"
"14129","4x4 Evolution","PS2","2001","Racing","Gathering of Developers","0.16","0.12","0","0.04"
"14130","Need for Speed Rivals","PS3","2013","Racing","Electronic Arts","0.33","0.74","0.05","310K"
"14131","Virtua Tennis 4","Wii","2011","Sports","Sega","0.05","0.08","0","0.02"
"14132","Story of Seasons","3DS","2014","Simulation","Nintendo","0","0.13","0.26","0.01"
"14133","Adidas Power Soccer","PS","1996","Sports","Psygnosis","0.02","0.01","0","0"
"14134","Assassin's Creed Chronicles","PS4","2016","Action","Ubisoft","0.01","0.05","0.01","0.01"
"14135","Fossil Fighters: Frontier","3DS","2014","Role-Playing","Nintendo","0.08","0.04","0.23","0.01"
"14136","Kuroko's Basketball: Miracle Game","PSP","2012","Sports","Namco Bandai Games","0","0","0.11","0"
"14137","MLB Front Office Manager","X360","2009","Sports","Take-Two Interactive","0.06","0","0","0.01"
"14138","Warriors Orochi 2","PS2","2008","Action","Tecmo Koei","0.06","0.05","0","0.02"
"14139","WWE SmackDown vs. Raw 2009","Wii","2008","Fighting","THQ","0.44","0.31","0","0.08"
"14140","Ford vs. Chevy","XB","2005","Racing","Global Star","0.06","0.02","0","0"
"14141","Alundra 2: A New Legend Begins","PS","1999","Role-Playing","Activision","0.15","0.1","0","0.02"
"14142","Kung Fu","NES","1985","Action","Nintendo","1.64","0.38","1.42","0.06"
"14143","High School Musical 3: Senior Year","DS","2008","Misc","Disney Interactive Studios","0.64","0.76","0","0.17"
"14144","Hakuoki: Shinkai - Hana no Shou","PSV","2016","Adventure","Idea Factory","0","0","0.02","0"
"14145","Metal Slug Anthology","PSP","2007","Shooter","Ignition Entertainment","0.02","0","0.02","0.01"
"14146","Doraemon: Nobita and the Island of Miracles","3DS","2012","Action","FuRyu","0","0","0.08","0"
"14147","Primal Rage","PS","1994","Fighting","Time Warner Interactive","0.06","0.04","0","0.01"
"14148","Detective Conan: Marionette Symphony","3DS","2013","Adventure","Namco Bandai Games","0","0","0.05","0"
"14149","MLB 15: The Show","PS4","2015","Sports","Sony Computer Entertainment","0.67","0.08","0","0.17"
"14150","The Legend of Heroes: Trails in the Sky Second Chapter","PS3","2013","Role-Playing","Falcom Corporation","0","0","0.02","0"
"14151","Rogue Trooper","PS2","2006","Shooter","Eidos Interactive","0.02","0.02","0","0.01"
"14152","Nagano Winter Olympics 98","N64","1997","Sports","Konami Digital Entertainment","0.15","0.04","0.13","0"
"14153","Killer Instinct","SNES","1995","Fighting","Nintendo","2.26","0.72","0.12","0.1"
"14154","Kane & Lynch 2: Dog Days","PC","2010","Shooter","Square Enix","0","0.06","0","0.01"
"14155","Wave Race: Blue Storm","GC","2001","Racing","Nintendo","0.4","0.1","0.09","0.02"
"14156","MAPLUS: Portable Navi","PSP","2006","Misc","Edia","0","0","0.07","0"
"14157","Earth Defense Force 2017 (old JP sales)","X360","2006","Shooter","D3Publisher","0","0","0.02","0"
"14158","LEGO Racers","N64","1999","Racing","LEGO Media","0.51","0.18","0","0.01"
"14159","Summon Night 2","DS","2008","Role-Playing","Namco Bandai Games","0","0","0.06","0"
"14160","Michael Jackson: The Experience","PSP","2010","Misc","Ubisoft","0.11","0.03","0","0.02"
"14161","Thunderbirds","GBA","2004","Shooter","Vivendi Games","0.02","0.01","0","0"
"14162","The Fairly Odd Parents: Shadow Showdown","GC","04","Platform","THQ","0.16","0.04","0","0.01"
"14163","Brave Story: New Traveller (jp sales)","PSP","2006","Role-Playing","Sony Computer Entertainment","0","0","0.05","0"
"14164","Resident Evil: Revelations 2","XOne","2015","Action","Capcom","0.07","0.02","0","0.01"
"14165","SingStar Chartbreaker","PS3","2009","Misc","Sony Computer Entertainment","0","0.02","0","0.01"
"14166","Lalaloopsy","DS","2011","Simulation","Activision","0.54","0.1","0","0.06"
"14167","Pikmin 3","WiiU","2013","Strategy","Nintendo","0.45","0.31","0.29","0.06"
"14168","Tokimeki Memorial 2","PS","1999","Simulation","Konami Digital Entertainment","0","0","0.36","0.03"
"14169","Rock of the Dead","PS3","2010","Shooter","Conspiracy Entertainment","0.04","0","0","0"
"14170","Spyro: Attack of the Rhynocs","GBA","2003","Platform","Universal Interactive","0.22","0.08","0","0.01"
"14171","OkamiDen","DS","2010","Adventure","Capcom","0.25","0.07","0.13","0.03"
"14172","Code Lyoko: Quest for Infinity","PSP","2008","Action","Game Factory","0.03","0","0","0"
"14173","The Golf Club","PS4","2014","Sports","Unknown","0.05","0.02","0","0.01"
"14174","Cars: Race-O-Rama","PS2","2009","Racing","THQ","0.27","0.03","0","0.17"
"14175","Tale of a Hero","PC","2010","Adventure","Daedalic","0","0.02","0","0.01"
"14176","Tomb Raider III: Adventures of Lara Croft","PS","1997","Action","Eidos Interactive","1.66","1.58","0.12","0.18"
"14177","El Shaddai: Ascension of the Metatron","PS3","2011","Action","Ignition Entertainment","0.11","0.07","0.08","0.03"
"14178","Far Cry Vengeance","Wii","2006","Shooter","Ubisoft","0.06","0.01","0","0.01"
"14179","Hot Shots Golf: World Invitational","PSV","2011","Sports","Sony Computer Entertainment","0.19","0.11","0.25","0.06"
"14180","Derby Jockey: Kishou e no Michi","SNES","1994","Sports","Asmik Corp","0","0","0.07","0"
"14181","Expendable","PS","1999","Action","Infogrames","30K","0.02","0","0"
"14182","Yaiba: Ninja Gaiden Z","X360","2014","Action","Tecmo Koei","0.03","0.02","0","0"
"14183","Nobunaga no Yabou: Soutensoku with Power-Up Kit","PSP","2011","Strategy","Tecmo Koei","0","0","0.02","0"
"14184","Memories Off: Sorekara Again","PS2","2006","Adventure","KID","0","0","0.02","0"
"14185","Crash of the Titans","DS","2007","Action","Vivendi Games","0.42","0.02","0","0.04"
"14186","Pro Yaky? Spirits 3","PS2","2006","Sports","Konami Digital Entertainment","0","0","0.16","0"
"14187","Mega Man 8 Anniversary Collector's Edition","SAT","1997","Platform","Capcom","0","0","0.06","0"
"14188","Shenmue II","DC","2001","Adventure","Sega","0","0","0.15","0"
"14189","Madden NFL 09","XB","2008","Sports","Electronic Arts","0.13","0.04","0","0.01"
"14190","X-Men Legends II: Rise of Apocalypse","PS2","2005","Role-Playing","Activision","0.53","0.02","0","0.09"
"14191","Metal Max 4: Gekkou no Diva","3DS","2013","Role-Playing","Kadokawa Shoten","0","0","0.06","0"
"14192","Medabots 9: Metabee / Rokusho","3DS","2015","Role-Playing","Rocket Company","0","0","0.03","0"
"14193","Red Faction: Armageddon","PC","2011","Shooter","THQ","0.05","0.02","0","0.01"
"14194","Mega Man Star Force Dragon / Leo / Pegasus","DS","2006","Action","Capcom","0.39","0","0.53","0.03"
"14195","FIFA 2001: Major League Soccer","PS2","2000","Sports","Electronic Arts","0","0","0.09","0"
"14196","Alfa Romeo Racing Italiano","PS2","2005","Racing","Black Bean Games","0.01","0.01","0","0"
"14197","Jillian Michaels' Fitness Adventure","X360","2011","Misc","505 Games","0.17","0.02","0","0.01"
"14198","Gears of War","X360","2006","Shooter","Microsoft Game Studios","3.54","1.9","0.07","0.6"
"14199","Frogger: Ancient Shadow","XB","2005","Platform","Konami Digital Entertainment","0.02","0.01","0","0M"
"14200","Sengoku Basara 2 Heroes","PS2","2007","Action","Capcom","0","0","0.2","0"
"14201","Antiphona no Seikahime: Tenshi no Gakufu Op.A","PSP","2009","Role-Playing","Nippon Ichi Software","0","0","0.02","0"
"14202","Alone in the Dark","PS2","2008","Adventure","Atari","0.03","0.02","0","0.01"
"14203","Summer Athletics: The Ultimate Challenge (Others sales)","Wii","2008","Sports","DTP Entertainment","0","0.2","0","0.01"
"14204","Enchanted Arms","X360","2006","Role-Playing","Ubisoft","0.16","0.02","0","0.02"
"14205","Create","Wii","2010","Action","Electronic Arts","0.22","0.03","0","0.02"
"14206","Toro to Morimori","PS3","2009","Misc","Sony Computer Entertainment","0","0","0.01","0"
"14207","XXX","GBA","2002","Action","Activision","0.08","0.03","0","0K"
"14208","Yu-Gi-Oh! Destiny Board Traveler","GBA","2004","Misc","Konami Digital Entertainment","0.32","0.12","0","0.01"
"14209","Dungeon Explorer: Warriors of Ancient Arts","DS","2007","Role-Playing","Rising Star Games","0.05","0","0","0"
"14210","Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!","WiiU","2015","Misc","Namco Bandai Games","0","0","0.06","0"
"14211","DiRT 2","DS","2009","Racing","Codemasters","0.06","0.04","0","0.01"
"14212","Warhammer: Battle For Atluma","PSP","2006","Action","Namco Bandai Games","0.05","0","0","0.01"
"14213","Piglet's Big Game","GBA","2003","Platform","THQ","0.04","0.01","0","0"
"14214","Just Cause","PS2","2006","Action","Eidos Interactive","0.01","0.01","0","0"
"14215","Deadliest Catch: Sea of Chaos","X360","2010","Sports","Crave Entertainment","0.08","0","0","0.01"
"14216","Shiren the Wanderer","Wii","2008","Role-Playing","Sega","0.08","0","0.11","0.01"
"14217","Blinx: The Time Sweeper","XB","2002","Platform","Microsoft Game Studios","0.39","0.15","0","0.02"
"14218","Taiko no Tatsujin DS: Touch de Dokodon!","DS","2007","Misc","Namco Bandai Games","0","0","0.66","0"
"14219","Watashi no Relaxuma","DS","2007","Simulation","Rocket Company","0","0","0.04","0"
"14220","Cars","PSP","2006","Racing","THQ","0.72","0.29","0","0.21"
"14221","Star Wars Episode II: Attack of the Clones","GBA","2002","Action","THQ","0.55","0.2","0","0.01"
"14222","Kao Challengers","PSP","2005","Platform","Atari","0.02","0","0","0"
"14223","American Chopper","XB","2004","Racing","Zoo Digital Publishing","0.11","0.03","0","0.01"
"14224","Steins;Gate 0","PS4","2015","Adventure","PQube","0","0","0.05","0"
"14225","Power Rangers Samurai","Wii","2011","Action","Namco Bandai Games","0.29","0.03","0","0.02"
"14226","Dragon Age: Origins","PC","2009","Role-Playing","Electronic Arts","0","0.46","0","0.06"
"14227","Coded Arms","PSP","2005","Shooter","Konami Digital Entertainment","0.28","0.29","0","0.18"
"14228","Imagine: Master Chef","DS","2007","Simulation","Ubisoft","0.39","0.92","0","0.17"
"14229","X-Men Legends II: Rise of Apocalypse","GC","2005","Role-Playing","Activision","0.19","0.05","0","0.01"
"14230","WWE '13","PS3","2012","Action","THQ","0.51","0.62","0","0.26"
"14231","Dead Space 2","X360","2011","Shooter","Electronic Arts","0.94","0.45","0","0.13"
"14232","SpongeBob SquarePants: Plankton's Robotic Revenge","WiiU","2013","Shooter","Activision","0","0.04","0","0"
"14233","NBA Jam Tournament Edition","PS","1995","Sports","Acclaim Entertainment","0.14","0.09","0","0.02"
"14234","Mystical Ninja starring Goemon","N64","1997","Action","Konami Digital Entertainment","0.07","0.02","0.23","0.04"
"14235","Batman: Dark Tomorrow","XB","2003","Action","Kemco","0.08","0.02","0","0"
"14236","Gundam Battle Assault","PS","1998","Fighting","Namco Bandai Games","0.13","0.09","0","0.02"
"14237","Black Mirror 2","PC","2009","Adventure","DTP Entertainment","0","0.04","0","0.01"
"14238","MotionSports: Adrenaline","PS3","2011","Sports","Ubisoft","0.08","0.06","0","0.03"
