,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
12313,Gal Gun,PS3,2012,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02
12314,Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69
12316,Sally's Salon,DS,2008,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13
12317,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
12318,Avatar: The Game,Wii,2009,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73
12319,EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.41
12320,Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.18,0.0,0.0,0.01,0.19
12321,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05
12322,DeathSmiles II,X360,2010,Shooter,Cave,0.0,0.0,0.03,0.0,0.03
12323,Frostbite,2600,1983,Action,Activision,0.32,0.02,0.0,0.0,0.34
12324,The Backyardigans,DS,2009,Adventure,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26
12326,PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06
12327,Samurai Shodown Anthology (JP sales),PS2,2008,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
12328,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.34
12329,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0.0,0.0,0.02,0.0,0.02
12330,Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.91
12331,Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16
12333,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
12334,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.51,0.0,0.0,0.04,0.55
12335,Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0.0,0.04,0.29
12336,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07
12337,Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12000000000000001
12338,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07
12339,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,0.79,0.18,0.03,0.07,1.07
12340,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12
12342,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0.0,0.02,0.21
12343,Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09
12344,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
12345,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1
12346,Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.05,0.01,0.0,0.01,0.07
12347,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24
12348,Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.54
12349,The House of the Dead 2,DC,1998,Shooter,Sega,0.0,0.0,0.26,0.0,0.26
12350,Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli,0.0,0.0,0.01,0.0,0.01
12351,Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0.0,0.06,1.34
12352,Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0.0,0.08,0.62
12353,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
12354,Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
12355,Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0.0,0.02,0.17
12357,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2
12358,Fireblade,GC,2002,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
12359,Metro: Last Light,XOne,2014,Action,Deep Silver,0.15,0.13,0.0,0.03,0.31000000000000005
12360,NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14
12361,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.72,0.0,0.0,0.06,0.78
12362,Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0.0,0.2,1.55
12363,Wand of Fortune,PS2,2009,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
12364,Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
12365,Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0.0,2.15
12366,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
12367,Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11
12368,Hamster Tarou,GB,1999,Simulation,Jorudan,0.0,0.0,0.3,0.0,0.3
12369,Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39
12370,How to Train Your Dragon,Wii,2010,Action,Activision,0.24,0.15,0.0,0.04,0.43
12371,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0.0,0.03,0.21
12372,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.5499999999999999
12373,Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48
12374,Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.01
12375,Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09
12376,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03
12377,Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0.0,0.03,0.19
12378,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05
12379,Crimson Sea,XB,2002,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09
12380,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.06999999999999999
12381,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.91
12382,Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
12383,We Sing Pop!,Wii,2012,Misc,Nordic Games,0.08,0.19,0.0,0.03,0.30000000000000004
12384,Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.11
12385,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.7,0.17,0.0,0.08,0.95
12386,Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47000000000000003
12387,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.01,0.02,0.06,0.01,0.09999999999999999
12388,Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.9600000000000001
12389,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19
12390,Dead or Alive 5,PSV,2013,Fighting,Tecmo Koei,0.0,0.05,0.03,0.02,0.1
12392,Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.15,0.12,0.0,0.03,0.30000000000000004
12393,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.03,0.0,0.36,3.7899999999999996
12394,Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06
12395,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,2009,Misc,Mentor Interactive,0.29,0.0,0.0,0.02,0.31
12396,Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0.0,0.01,0.13
12397,Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0.0,0.01,0.4600000000000001
12398,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.8400000000000003
12399,World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16
12400,Let's Play Garden,DS,2010,Simulation,Deep Silver,0.11,0.0,0.0,0.01,0.12
12401,Tiger & Bunny: Hero's Day,PSP,2013,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
12402,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0.0,0.09,2.67
12403,Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08
12404,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.6800000000000002
12405,Ochaken no Heya DS,DS,2006,Simulation,MTO,0.0,0.0,0.12,0.0,0.12
12406,Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.16,3.4,1.2,0.76,11.52
12407,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12408,Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0.0,0.01,0.45999999999999996
12409,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0.0,0.06,0.9299999999999999
12410,DT Carnage,PSP,2009,Racing,Agetec,0.03,0.0,0.0,0.0,0.03
12411,Military History: Commander - Europe at War,PSP,2009,Strategy,Slitherine Software,0.0,0.01,0.0,0.01,0.02
12412,DiRT 2,PC,2009,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05
12413,NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
12414,Grooverider: Slot Car Thunder,GC,2003,Racing,Encore,0.01,0.0,0.0,0.0,0.01
12415,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.52
12416,Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09
12417,Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
12419,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0.0,0.05,0.0,0.0,0.05
12420,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0.0,0.1,0.7699999999999999
12421,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.060000000000000005
12422,Madagascar,DS,2005,Platform,Activision,0.25,0.04,0.0,0.03,0.31999999999999995
12423,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.09999999999999999
12424,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
12425,Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
12426,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.75
12427,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09
12428,Just Sing!,DS,2009,Misc,DTP Entertainment,0.14,0.01,0.0,0.01,0.16000000000000003
12429,MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.22000000000000003
12430,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13
12431,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.08
12432,Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.04,0.36
12433,Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
12434,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.3800000000000001
12435,Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0.0,0.0,0.05,0.0,0.05
12436,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12437,TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7000000000000001
12438,NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
12439,Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
12440,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000,Adventure,Sega,0.0,0.0,0.1,0.0,0.1
12441,Master of Illusion,DS,2006,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.43000000000000005
12442,Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
12443,Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.13,0.0,0.03,0.31000000000000005
12444,Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0.0,0.01,0.11
12445,Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0.0,0.03,0.99
12446,Dragon Quest Monsters: Caravan Heart,GBA,2003,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66
12447,Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
12448,SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0.0,0.03,0.28
12449,Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.29,0.0,0.07,0.77
12450,Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0.0,0.0,0.01,0.17
12451,Race Pro,X360,2009,Racing,Atari,0.06,0.09,0.0,0.02,0.16999999999999998
12452,Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0.0,0.0,0.06,0.0,0.06
12453,Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.08,0.29000000000000004
12454,Guess the Logos,XB,2004,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02
12455,Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,0.16,0.12,0.0,0.04,0.32
12456,Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19
12457,Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1
12458,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0.0,0.22,0.8
12459,God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.14,0.1,0.01,0.07,0.32
12460,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02
12461,Legoland,PC,1999,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01
12462,Football Manager Handheld 2010,PSP,2009,Sports,Sega,0.0,0.26,0.0,0.09,0.35
12463,Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14
12464,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.170000000000001
12465,Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0.0,0.0,0.03,0.0,0.03
12466,Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
12467,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
12468,Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0.0,0.0,0.25,0.0,0.25
12470,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy,0.0,0.0,0.01,0.0,0.01
12471,Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12472,TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0.0,0.03,0.31000000000000005
12473,Super Mario 64,DS,2004,Platform,Nintendo,5.08,3.11,1.25,0.98,10.42
12474,Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0.0,0.0,0.02,0.0,0.02
12475,Cardfight!! Vanguard: Ride to Victory,3DS,2013,Misc,FuRyu,0.0,0.0,0.09,0.0,0.09
12476,Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0.0,0.06,0.8500000000000001
12477,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
12478,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01,0.0,0.0,0.0,0.01
12479,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04
12480,Rhythm Tengoku,GBA,2006,Misc,Nintendo,0.0,0.0,0.3,0.01,0.31
12481,Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
12482,Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.08
12483,Yakuman,GB,1989,Misc,Nintendo,0.0,0.0,1.28,0.0,1.28
12484,Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19
12485,Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
12486,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005,Misc,THQ,0.47,0.17,0.0,0.01,0.65
12487,Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31
12488,Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,0.01,0.0,0.0,0.0,0.01
12489,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0.0,0.0,0.0,0.03
12490,Element Hunter,DS,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
12491,Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0.0,0.0,0.04
12492,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32
12493,Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.43999999999999995
12494,I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.02
12495,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.42
12496,PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04
12497,NBA Inside Drive 2002,XB,2002,Sports,Microsoft Game Studios,0.28,0.08,0.0,0.01,0.37000000000000005
12498,Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22
12499,Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
12500,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0.0,0.0,0.12
12501,Big Air,PS,1999,Sports,Accolade,0.1,0.07,0.0,0.01,0.18000000000000002
12502,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.48000000000000004
12503,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
12504,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
12505,Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29000000000000004
12506,Killer7,GC,2005,Action,Capcom,0.12,0.03,0.0,0.0,0.15
12507,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
12508,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
12509,NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39000000000000007
12510,Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24
12511,World of Zoo,Wii,2009,Simulation,THQ,0.41,0.16,0.0,0.05,0.62
12512,Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0.0,0.0,0.060000000000000005
12513,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,0.34,0.09,0.0,0.01,0.44000000000000006
12514,Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14
12515,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.02
12516,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11
12517,Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.18,0.0,0.07,0.39
12518,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.3800000000000001
12519,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.060000000000000005
12520,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15
12521,Smart Kid's Mega Game Mix,DS,2009,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01
12522,Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0.0,0.03,0.0,0.0,0.03
12523,Battle Dodge Ball,SNES,1991,Sports,Banpresto,0.0,0.0,0.33,0.0,0.33
12524,DiRT,PC,2007,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
12525,NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33
12526,Breath of Fire III,PSP,2005,Role-Playing,Capcom,0.0,0.03,0.0,0.01,0.04
12527,The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.69
12528,Skylanders: Trap Team,PS4,2014,Action,Activision,0.18,0.17,0.0,0.07,0.42
12529,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.62
12530,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1.0,0.17,0.02,0.1,1.29
12531,Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.12,0.0,0.05,0.31
12532,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02
12533,Wolfenstein,PS3,2009,Shooter,Activision,0.25,0.28,0.0,0.11,0.64
12534,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0.0,0.0,0.01,0.09
12535,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
12536,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19000000000000003
12538,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0.0,0.0,0.23,0.0,0.23
12539,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
12540,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.05
12541,Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.07,0.02,0.0,0.01,0.1
12542,The Last Story,Wii,2011,Role-Playing,Nintendo,0.32,0.13,0.18,0.04,0.67
12543,Supercross 2000,N64,1999,Racing,Electronic Arts,0.23,0.06,0.0,0.0,0.29000000000000004
12544,MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22
12545,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16
12546,The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.12,0.0,0.05,0.6300000000000001
12547,G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24
12548,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
12549,Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04
12550,A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03
12551,Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15000000000000002
12552,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06
12553,Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.46,0.38,0.0,0.08,0.92
12554,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.01
12555,Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.65
12556,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
12557,Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0.0,0.0,0.13,0.0,0.13
12558,World Snooker Championship 2007,PS3,2007,Sports,Sega,0.0,0.1,0.0,0.0,0.1
12559,The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.16
12560,Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14
12562,America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02
12563,Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0.0,0.01,0.19000000000000003
12564,Metal Fight Beyblade,DS,2009,Action,Hudson Soft,0.0,0.0,0.09,0.0,0.09
12565,Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49
12566,Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45000000000000007
12567,Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.11,0.03,0.06,0.05,0.25
12568,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
12569,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,6.29
